"macchina";"terminale";"giorno";"ora_locale";"conto";"ticket";"evento";"tipo";"volume";"simbolo";"prezzo";"ordine_rif"
"VMI3047753";"215D85D7";"20260703";"14:33:31";"50503392";"2338932";"ESEGUITO";"buy";"1";"XAUUSD";"4176.04";"2616362"
"VMI3047753";"215D85D7";"20260703";"14:49:36";"50503392";"2339176";"ESEGUITO";"buy";"0.5";"D30EUR";"25746.00";"2616613"
"VMI3047753";"215D85D7";"20260703";"15:10:03";"50503392";"2339865";"ESEGUITO";"sell";"1";"XAUUSD";"4166.54";"2617307"
"VMI3047753";"215D85D7";"20260703";"15:37:14";"50503392";"2340355";"ESEGUITO";"buy";"1";"XAUUSD";"4165.38";"2617835"
"VMI3047753";"215D85D7";"20260703";"16:08:28";"50503392";"2340852";"ESEGUITO";"sell";"1";"XAUUSD";"4160.45";"2618339"
"VMI3047753";"215D85D7";"20260703";"16:08:51";"50503392";"2340873";"ESEGUITO";"buy";"1";"XAUUSD";"4159.32";"2618360"
"VMI3047753";"215D85D7";"20260703";"16:08:59";"50503392";"2340901";"ESEGUITO";"sell";"1";"XAUUSD";"4156.89";"2618386"
"VMI3047753";"215D85D7";"20260703";"16:10:54";"50503392";"2340979";"ESEGUITO";"buy";"1";"XAUUSD";"4163.22";"2618465"
"VMI3047753";"215D85D7";"20260703";"16:11:05";"50503392";"2340986";"ESEGUITO";"sell";"1";"XAUUSD";"4162.66";"2618471"
"VMI3047753";"215D85D7";"20260703";"16:57:41";"50503392";"2341456";"ESEGUITO";"buy";"1";"XAUUSD";"4169.37";"2618952"
"VMI3047753";"215D85D7";"20260706";"11:30:38";"50503392";"2348466";"ESEGUITO";"sell";"0.07";"XAUUSD";"4140.00";"2625639"
"VMI3047753";"215D85D7";"20260706";"12:18:46";"50503392";"2348889";"ESEGUITO";"buy";"0.07";"XAUUSD";"4150.00";"2626544"
"VMI3047753";"215D85D7";"20260706";"13:16:46";"50503392";"2349149";"ESEGUITO";"sell";"0.5";"D30EUR";"25761.10";"2626846"
"VMI3047753";"215D85D7";"20260707";"05:21:07";"50503392";"2355147";"ESEGUITO";"buy";"0.07";"XAUUSD";"4137.32";"2633170"
"VMI3047753";"215D85D7";"20260707";"05:21:07";"50503392";"2355146";"ESEGUITO";"buy";"0.07";"XAUUSD";"4137.32";"2633169"
"VMI3047753";"215D85D7";"20260707";"05:24:37";"50503392";"2355150";"ESEGUITO";"sell";"0.07";"XAUUSD";"4132.44";"2633175"
"VMI3047753";"215D85D7";"20260707";"05:43:33";"50503392";"2355262";"ESEGUITO";"sell";"0.07";"XAUUSD";"4127.85";"2633287"
"VMI3047753";"215D85D7";"20260707";"06:20:02";"50503392";"2355657";"ESEGUITO";"sell";"0.07";"XAUUSD";"4132.41";"2633690"
"VMI3047753";"215D85D7";"20260707";"06:42:28";"50503392";"2355758";"ESEGUITO";"buy";"0.07";"XAUUSD";"4131.71";"2633788"
"VMI3047753";"215D85D7";"20260707";"09:17:45";"50503392";"2356366";"ESEGUITO";"sell";"0.07";"XAUUSD";"4130.91";"2634477"
"VMI3047753";"215D85D7";"20260707";"09:36:51";"50503392";"2356523";"ESEGUITO";"buy";"0.07";"XAUUSD";"4130.17";"2634645"
"VMI3047753";"215D85D7";"20260707";"10:41:02";"50503392";"2357307";"ESEGUITO";"buy";"0.07";"XAUUSD";"4132.34";"2635494"
"VMI3047753";"215D85D7";"20260707";"10:52:10";"50503392";"2357391";"ESEGUITO";"sell";"0.07";"XAUUSD";"4125.97";"2635591"
"VMI3047753";"215D85D7";"20260707";"12:57:02";"50503392";"2358855";"ESEGUITO";"sell";"0.07";"XAUUSD";"4135.59";"2637119"
"VMI3047753";"215D85D7";"20260707";"13:16:09";"50503392";"2359077";"ESEGUITO";"buy";"0.07";"XAUUSD";"4135.46";"2637360"
"VMI3047753";"215D85D7";"20260707";"13:40:22";"50503392";"2359609";"ESEGUITO";"buy";"0.07";"XAUUSD";"4145.64";"2637894"
"VMI3047753";"215D85D7";"20260707";"14:07:28";"50503392";"2360238";"ESEGUITO";"sell";"0.07";"XAUUSD";"4163.82";"2638523"
"VMI3047753";"215D85D7";"20260707";"14:45:36";"50503392";"2361095";"ESEGUITO";"buy";"0.07";"XAUUSD";"4167.98";"2639397"
"VMI3047753";"215D85D7";"20260707";"15:02:05";"50503392";"2361316";"ESEGUITO";"sell";"0.07";"XAUUSD";"4168.16";"2639628"
"VMI3047753";"215D85D7";"20260707";"15:11:28";"50503392";"2361482";"ESEGUITO";"buy";"0.07";"XAUUSD";"4163.85";"2639797"
"VMI3047753";"215D85D7";"20260707";"15:36:12";"50503392";"2361951";"ESEGUITO";"sell";"0.07";"XAUUSD";"4175.16";"2640292"
"VMI3047753";"215D85D7";"20260707";"15:37:18";"50503392";"2362000";"ESEGUITO";"buy";"0.07";"XAUUSD";"4178.00";"2640345"
"VMI3047753";"215D85D7";"20260707";"15:42:50";"50503392";"2362414";"ESEGUITO";"sell";"0.07";"XAUUSD";"4178.19";"2640769"
"VMI3047753";"215D85D7";"20260707";"16:16:57";"50503392";"2363548";"ESEGUITO";"buy";"0.07";"XAUUSD";"4158.06";"2641926"
"VMI3047753";"215D85D7";"20260707";"16:35:15";"50503392";"2363734";"ESEGUITO";"sell";"0.07";"XAUUSD";"4149.24";"2642113"
"VMI3047753";"215D85D7";"20260707";"17:10:58";"50503392";"2370864";"ESEGUITO";"sell";"0.07";"XAUUSD";"4151.94";"2645850"
"VMI3047753";"215D85D7";"20260707";"19:00:39";"50503392";"2376808";"ESEGUITO";"buy";"0.07";"XAUUSD";"4145.63";"2647374"
"VMI3047753";"215D85D7";"20260707";"19:21:48";"50503392";"2376851";"ESEGUITO";"buy";"0.07";"XAUUSD";"4143.55";"2647418"
"VMI3047753";"215D85D7";"20260707";"19:31:40";"50503392";"2376869";"ESEGUITO";"sell";"0.07";"XAUUSD";"4148.03";"2647436"
"VMI3047753";"215D85D7";"20260707";"19:48:42";"50503392";"2376911";"ESEGUITO";"buy";"0.07";"XAUUSD";"4146.50";"2647479"
"VMI3047753";"215D85D7";"20260707";"20:10:11";"50503392";"2376957";"ESEGUITO";"sell";"0.07";"XAUUSD";"4141.02";"2647527"
"VMI3047753";"215D85D7";"20260707";"21:47:05";"50503392";"2377483";"ESEGUITO";"sell";"0.07";"XAUUSD";"4111.24";"2648043"
"VMI3047753";"215D85D7";"20260707";"22:26:03";"50503392";"2377573";"ESEGUITO";"buy";"0.07";"XAUUSD";"4110.41";"2648133"
"VMI3047753";"215D85D7";"20260708";"09:21:49";"50503392";"2381226";"ESEGUITO";"sell";"0.07";"XAUUSD";"4115.70";"2652025"
"VMI3047753";"215D85D7";"20260708";"09:32:08";"50503392";"2381618";"ESEGUITO";"buy";"0.07";"XAUUSD";"4125.74";"2652436"
"VMI3047753";"215D85D7";"20260708";"09:37:20";"50503392";"2381836";"ESEGUITO";"sell";"0.07";"XAUUSD";"4119.52";"2652660"
"VMI3047753";"215D85D7";"20260708";"10:37:08";"50503392";"2383762";"ESEGUITO";"buy";"0.07";"XAUUSD";"4071.05";"2654601"
"VMI3047753";"215D85D7";"20260708";"13:03:53";"50503392";"2385401";"ESEGUITO";"buy";"0.5";"D30EUR";"24924.80";"2656480"
"VMI3047753";"215D85D7";"20260708";"13:51:10";"50503392";"2385881";"ESEGUITO";"buy";"0.07";"XAUUSD";"4061.83";"2656983"
"VMI3047753";"215D85D7";"20260708";"16:00:31";"50503392";"2387443";"ESEGUITO";"sell";"0.07";"XAUUSD";"4063.78";"2658970"
"VMI3047753";"215D85D7";"20260708";"16:45:43";"50503392";"2388518";"ESEGUITO";"sell";"0.5";"D30EUR";"24933.20";"2660221"
"VMI3047753";"215D85D7";"20260708";"17:00:28";"50503392";"2389065";"ESEGUITO";"sell";"0.07";"XAUUSD";"4038.77";"2660780"
"VMI3047753";"215D85D7";"20260708";"17:45:28";"50503392";"2389819";"ESEGUITO";"sell";"0.5";"D30EUR";"24891.40";"2661564"
"VMI3047753";"215D85D7";"20260708";"18:23:10";"50503392";"2390040";"ESEGUITO";"buy";"0.5";"D30EUR";"24960.70";"2661795"
"VMI3047753";"215D85D7";"20260708";"18:40:49";"50503392";"2390185";"ESEGUITO";"buy";"0.07";"XAUUSD";"4050.53";"2661943"
"VMI3047753";"215D85D7";"20260709";"10:32:52";"50503392";"2394779";"ESEGUITO";"sell";"0.6";"D30EUR";"24949.20";"2670014"
"VMI3047753";"215D85D7";"20260709";"10:37:25";"50503392";"2394827";"ESEGUITO";"buy";"0.1";"D30EUR";"24928.60";"2670075"
"VMI3047753";"215D85D7";"20260709";"11:18:02";"50503392";"2395327";"ESEGUITO";"buy";"0.5";"D30EUR";"24948.60";"2670714"
"VMI3047753";"215D85D7";"20260709";"11:59:05";"50503392";"2395837";"ESEGUITO";"sell";"0.6";"SPXUSD";"7494.20";"2671268"
"VMI3047753";"215D85D7";"20260709";"12:01:19";"50503392";"2395869";"ESEGUITO";"buy";"0.5";"USOIL";"73.850";"2671301"
"VMI3047753";"215D85D7";"20260709";"12:46:28";"50503392";"2396188";"ESEGUITO";"sell";"0.5";"USOIL";"74.215";"2671654"
"VMI3047753";"215D85D7";"20260709";"12:46:47";"50503392";"2396197";"ESEGUITO";"buy";"0.6";"SPXUSD";"7488.90";"2671664"
"VMI3047753";"215D85D7";"20260709";"15:56:42";"50503392";"2399014";"ESEGUITO";"sell";"0.7";"USOIL";"72.887";"2674413"
"VMI3047753";"215D85D7";"20260709";"15:56:42";"50503392";"2399013";"ESEGUITO";"sell";"0.7";"USOIL";"72.881";"2674350"
"VMI3047753";"215D85D7";"20260709";"16:32:55";"50503392";"2399751";"ESEGUITO";"buy";"0.6";"D30EUR";"25064.20";"2674268"
"VMI3047753";"215D85D7";"20260709";"17:44:32";"50503392";"2400397";"ESEGUITO";"buy";"0.7";"USOIL";"72.186";"2677348"
"VMI3047753";"215D85D7";"20260709";"21:51:59";"50503392";"2403369";"ESEGUITO";"sell";"0.01";"XAGUSD";"59.916";"2682845"
"VMI3047753";"215D85D7";"20260710";"01:06:20";"50503392";"2404036";"ESEGUITO";"sell";"0.6";"D30EUR";"25134.90";"2684503"
"VMI3047753";"215D85D7";"20260710";"03:00:09";"50503392";"2404910";"ESEGUITO";"buy";"0.01";"XAGUSD";"60.270";"2685837"
"VMI3047753";"215D85D7";"20260710";"04:54:00";"50503392";"2408129";"ESEGUITO";"buy";"0.7";"USOIL";"72.600";"2689315"
"VMI3047753";"215D85D7";"20260710";"08:19:47";"50503392";"2414487";"ESEGUITO";"sell";"0.7";"USOIL";"72.060";"2695703"
"VMI3047753";"215D85D7";"20260710";"08:20:50";"50503392";"2414494";"ESEGUITO";"sell";"0.7";"USOIL";"72.060";"2695712"
"VMI3047753";"215D85D7";"20260710";"08:22:12";"50503392";"2414508";"ESEGUITO";"sell";"0.7";"NASUSD";"29585.60";"2695727"
"VMI3047753";"215D85D7";"20260710";"08:23:45";"50503392";"2414513";"ESEGUITO";"sell";"0.7";"NASUSD";"29576.90";"2695731"
"VMI3047753";"215D85D7";"20260710";"08:43:41";"50503392";"2414588";"ESEGUITO";"buy";"0.7";"USOIL";"72.371";"2695821"
"VMI3047753";"215D85D7";"20260710";"09:17:43";"50503392";"2414798";"ESEGUITO";"buy";"0.6";"D30EUR";"25140.70";"2696167"
"VMI3047753";"215D85D7";"20260710";"09:30:45";"50503392";"2414926";"ESEGUITO";"buy";"0.6";"D30EUR";"25182.60";"2696299"
"VMI3047753";"215D85D7";"20260710";"09:40:53";"50503392";"2414993";"ESEGUITO";"sell";"0.6";"D30EUR";"25200.60";"2696374"
"VMI3047753";"215D85D7";"20260710";"09:47:12";"50503392";"2415092";"ESEGUITO";"sell";"0.6";"D30EUR";"25123.20";"2696496"
"VMI3047753";"215D85D7";"20260710";"09:54:01";"50503392";"2415167";"ESEGUITO";"buy";"0.7";"NASUSD";"29561.90";"2696602"
"VMI3047753";"215D85D7";"20260710";"10:14:06";"50503392";"2415409";"ESEGUITO";"sell";"0.03";"XAGUSD";"59.855";"2696886"
"VMI3047753";"215D85D7";"20260710";"10:32:10";"50503392";"2415513";"ESEGUITO";"buy";"0.7";"USOIL";"72.050";"2697076"
"VMI3047753";"215D85D7";"20260710";"10:45:01";"50503392";"2415604";"ESEGUITO";"buy";"0.7";"NASUSD";"29576.50";"2697202"
"VMI3047753";"215D85D7";"20260710";"10:47:11";"50503392";"2415614";"ESEGUITO";"buy";"0.03";"XAGUSD";"59.532";"2697215"
"VMI3047753";"215D85D7";"20260710";"11:05:04";"50503392";"2415770";"ESEGUITO";"sell";"0.7";"D30EUR";"25079.00";"2697397"
"VMI3047753";"215D85D7";"20260710";"12:46:19";"50503392";"2417215";"ESEGUITO";"buy";"0.7";"NASUSD";"29642.90";"2698872"
"VMI3047753";"215D85D7";"20260710";"12:47:15";"50503392";"2417217";"ESEGUITO";"buy";"0.7";"NASUSD";"29642.80";"2698873"
"VMI3047753";"215D85D7";"20260710";"13:01:01";"50503392";"2417346";"ESEGUITO";"buy";"0.7";"USOIL";"72.470";"2699004"
"VMI3047753";"215D85D7";"20260710";"14:04:04";"50503392";"2417840";"ESEGUITO";"sell";"0.7";"NASUSD";"29579.90";"2699509"
"VMI3047753";"215D85D7";"20260710";"14:04:28";"50503392";"2417841";"ESEGUITO";"sell";"0.7";"NASUSD";"29579.60";"2699510"
"VMI3047753";"215D85D7";"20260710";"14:12:06";"50503392";"2417915";"ESEGUITO";"sell";"0.7";"USOIL";"72.606";"2699588"
"VMI3047753";"215D85D7";"20260710";"14:13:55";"50503392";"2417998";"ESEGUITO";"buy";"0.7";"D30EUR";"25164.90";"2699669"
"VMI3047753";"215D85D7";"20260710";"18:45:54";"50503392";"2422152";"ESEGUITO";"buy";"0.07";"XAUUSD";"4108.88";"2704230"
"VMI3047753";"215D85D7";"20260710";"18:46:57";"50503392";"2422154";"ESEGUITO";"buy";"0.07";"XAUUSD";"4108.86";"2704232"
"VMI3047753";"215D85D7";"20260710";"22:15:48";"50503392";"2422920";"ESEGUITO";"sell";"0.07";"XAUUSD";"4110.97";"2705031"
"VMI3047753";"215D85D7";"20260710";"22:15:53";"50503392";"2422922";"ESEGUITO";"sell";"0.07";"XAUUSD";"4110.97";"2705033"
"VMI3047753";"215D85D7";"20260713";"00:40:35";"50503392";"2423389";"ESEGUITO";"sell";"0.07";"XAUUSD";"4079.88";"2705345"
"VMI3047753";"215D85D7";"20260713";"07:09:27";"50503392";"2425011";"ESEGUITO";"buy";"0.07";"XAUUSD";"4070.86";"2707097"
"VMI3047753";"215D85D7";"20260713";"09:37:14";"50503392";"2426731";"ESEGUITO";"sell";"0.7";"USOIL";"74.049";"2708637"
"VMI3047753";"215D85D7";"20260713";"10:15:23";"50503392";"2427552";"ESEGUITO";"buy";"0.07";"XAGUSD";"59.008";"2709843"
"VMI3047753";"215D85D7";"20260713";"10:23:14";"50503392";"2427693";"ESEGUITO";"buy";"0.07";"XAUUSD";"4079.84";"2709920"
"VMI3047753";"215D85D7";"20260713";"11:51:32";"50503392";"2428409";"ESEGUITO";"sell";"0.07";"XAGUSD";"58.441";"2710895"
"VMI3047753";"215D85D7";"20260713";"12:30:24";"50503392";"2428687";"ESEGUITO";"buy";"0.7";"USOIL";"73.940";"2711209"
"VMI3047753";"215D85D7";"20260713";"12:41:12";"50503392";"2428802";"ESEGUITO";"sell";"0.07";"XAUUSD";"4063.61";"2711360"
"VMI3047753";"215D85D7";"20260714";"07:12:27";"50503392";"2437382";"ESEGUITO";"buy";"0.3";"D30EUR";"24961.00";"2726998"
"VMI3047753";"215D85D7";"20260714";"07:12:30";"50503392";"2437384";"ESEGUITO";"buy";"0.3";"D30EUR";"24962.00";"2726996"
"VMI3047753";"215D85D7";"20260714";"07:12:30";"50503392";"2437383";"ESEGUITO";"buy";"0.3";"D30EUR";"24962.30";"2726995"
"VMI3047753";"215D85D7";"20260714";"08:56:51";"50503392";"2437751";"ESEGUITO";"sell";"0.3";"D30EUR";"24895.60";"2731827"
"VMI3047753";"215D85D7";"20260714";"08:56:51";"50503392";"2437750";"ESEGUITO";"sell";"0.3";"D30EUR";"24895.90";"2731826"
"VMI3047753";"215D85D7";"20260714";"08:56:51";"50503392";"2437749";"ESEGUITO";"sell";"0.3";"D30EUR";"24895.40";"2731825"
"VMI3047753";"215D85D7";"20260714";"19:14:20";"50503392";"2446603";"ESEGUITO";"sell";"0.01";"XAUUSD";"4056.60";"2764965"
"VMI3047753";"215D85D7";"20260714";"19:14:20";"50503392";"2446602";"ESEGUITO";"sell";"0.01";"XAUUSD";"4056.60";"2764737"
"VMI3047753";"215D85D7";"20260714";"19:14:20";"50503392";"2446601";"ESEGUITO";"sell";"0.01";"XAUUSD";"4056.60";"2764545"
"VMI3047753";"215D85D7";"20260715";"03:43:01";"50503392";"2461807";"ESEGUITO";"buy";"0.01";"XAUUSD";"4037.23";"2792226"
"VMI3047753";"215D85D7";"20260715";"09:54:11";"50503392";"2464433";"ESEGUITO";"buy";"0.5";"USOIL";"80.530";"2794553"
"VMI3047753";"215D85D7";"20260715";"09:54:11";"50503392";"2464432";"ESEGUITO";"buy";"0.5";"USOIL";"80.530";"2794547"
"VMI3047753";"215D85D7";"20260715";"09:54:11";"50503392";"2464431";"ESEGUITO";"buy";"0.5";"USOIL";"80.530";"2794535"
"VMI3047753";"215D85D7";"20260715";"10:14:08";"50503392";"2464845";"ESEGUITO";"buy";"0.01";"XAUUSD";"4017.86";"2795462"
"VMI3047753";"215D85D7";"20260715";"10:29:01";"50503392";"2464979";"ESEGUITO";"sell";"0.5";"USOIL";"80.070";"2795598"
"VMI3047753";"215D85D7";"20260715";"10:29:01";"50503392";"2464978";"ESEGUITO";"sell";"0.5";"USOIL";"80.070";"2795597"
"VMI3047753";"215D85D7";"20260715";"10:29:01";"50503392";"2464977";"ESEGUITO";"sell";"0.5";"USOIL";"80.070";"2795596"
"VMI3047753";"215D85D7";"20260715";"10:36:31";"50503392";"2465181";"ESEGUITO";"buy";"0.3";"D30EUR";"25001.60";"2795798"
"VMI3047753";"215D85D7";"20260715";"11:59:24";"50503392";"2465798";"ESEGUITO";"sell";"0.3";"D30EUR";"24934.10";"2796461"
"VMI3047753";"215D85D7";"20260715";"14:35:03";"50503392";"2467747";"ESEGUITO";"buy";"0.01";"XAUUSD";"4054.91";"2798485"
"VMI3047753";"215D85D7";"20260715";"17:20:33";"50503392";"2470073";"ESEGUITO";"sell";"0.03";"XAUUSD";"4042.18";"2800861"
"VMI3047753";"215D85D7";"20260715";"17:20:33";"50503392";"2470071";"ESEGUITO";"sell";"0.03";"XAUUSD";"4042.42";"2800869"
"VMI3047753";"215D85D7";"20260715";"17:20:33";"50503392";"2470070";"ESEGUITO";"sell";"0.03";"XAUUSD";"4042.42";"2800865"
"VMI3047753";"215D85D7";"20260715";"18:35:15";"50503392";"2470711";"ESEGUITO";"buy";"0.03";"XAUUSD";"4028.59";"2801587"
"VMI3047753";"215D85D7";"20260715";"19:29:02";"50503392";"2471256";"ESEGUITO";"buy";"0.03";"XAUUSD";"4042.42";"2802147"
"VMI3047753";"215D85D7";"20260715";"19:29:02";"50503392";"2471255";"ESEGUITO";"buy";"0.03";"XAUUSD";"4042.42";"2802146"
"VMI3047753";"215D85D7";"20260716";"09:31:02";"50503392";"2475359";"ESEGUITO";"sell";"0.03";"XAUUSD";"4023.49";"2805957"
"VMI3047753";"215D85D7";"20260716";"13:48:51";"50503392";"2482071";"ESEGUITO";"buy";"0.03";"XAUUSD";"4041.50";"2813457"
"VMI3047753";"215D85D7";"20260716";"14:04:37";"50503392";"2482634";"ESEGUITO";"buy";"0.02";"XAUUSD";"4043.06";"2813991"
"VMI3047753";"215D85D7";"20260716";"14:04:44";"50503392";"2482639";"ESEGUITO";"buy";"0.02";"XAUUSD";"4043.19";"2814014"
"VMI3047753";"215D85D7";"20260716";"14:04:44";"50503392";"2482638";"ESEGUITO";"buy";"0.02";"XAUUSD";"4043.19";"2814009"
"VMI3047753";"215D85D7";"20260716";"14:07:26";"50503392";"2482885";"ESEGUITO";"sell";"0.02";"XAUUSD";"4033.56";"2814275"
"VMI3047753";"215D85D7";"20260716";"14:07:26";"50503392";"2482884";"ESEGUITO";"sell";"0.02";"XAUUSD";"4033.54";"2814274"
"VMI3047753";"215D85D7";"20260716";"14:09:11";"50503392";"2482907";"ESEGUITO";"sell";"0.02";"XAUUSD";"4033.54";"2814297"
"VMI3047753";"215D85D7";"20260716";"14:18:39";"50503392";"2483329";"ESEGUITO";"buy";"0.4";"USOIL";"80.470";"2814716"
"VMI3047753";"215D85D7";"20260716";"14:25:43";"50503392";"2483817";"ESEGUITO";"sell";"0.4";"USOIL";"80.770";"2815208"
"VMI3047753";"215D85D7";"20260716";"14:46:55";"50503392";"2484473";"ESEGUITO";"sell";"0.01";"XAUUSD";"4008.75";"2815885"
"VMI3047753";"215D85D7";"20260716";"14:47:58";"50503392";"2484645";"ESEGUITO";"sell";"0.01";"XAUUSD";"3999.71";"2816027"
"VMI3047753";"215D85D7";"20260716";"14:47:58";"50503392";"2484644";"ESEGUITO";"sell";"0.01";"XAUUSD";"3999.73";"2815839"
"VMI3047753";"215D85D7";"20260716";"14:47:58";"50503392";"2484643";"ESEGUITO";"buy";"0.01";"XAUUSD";"3999.83";"2816056"
"VMI3047753";"215D85D7";"20260716";"15:02:38";"50503392";"2485126";"ESEGUITO";"buy";"0.01";"XAUUSD";"3985.58";"2816543"
"VMI3047753";"215D85D7";"20260716";"15:24:22";"50503392";"2485741";"ESEGUITO";"buy";"0.01";"XAUUSD";"3998.45";"2817164"
"VMI3047753";"215D85D7";"20260716";"16:55:28";"50503392";"2488616";"ESEGUITO";"sell";"0.4";"USOIL";"79.730";"2819968"
"VMI3047753";"215D85D7";"20260716";"16:55:28";"50503392";"2488615";"ESEGUITO";"sell";"0.4";"USOIL";"79.730";"2819963"
"VMI3047753";"215D85D7";"20260716";"16:55:28";"50503392";"2488614";"ESEGUITO";"sell";"0.4";"USOIL";"79.730";"2819962"
"VMI3047753";"215D85D7";"20260716";"17:08:41";"50503392";"2488789";"ESEGUITO";"buy";"0.3";"D30EUR";"24837.30";"2820257"
"VMI3047753";"215D85D7";"20260716";"17:08:41";"50503392";"2488788";"ESEGUITO";"buy";"0.3";"D30EUR";"24837.30";"2820252"
"VMI3047753";"215D85D7";"20260716";"17:08:41";"50503392";"2488787";"ESEGUITO";"buy";"0.3";"D30EUR";"24837.30";"2820245"
"VMI3047753";"215D85D7";"20260716";"17:34:57";"50503392";"2489378";"ESEGUITO";"sell";"0.3";"D30EUR";"24907.40";"2820858"
"VMI3047753";"215D85D7";"20260716";"18:20:23";"50503392";"2489982";"ESEGUITO";"sell";"0.3";"D30EUR";"24834.80";"2821500"
"VMI3047753";"215D85D7";"20260716";"18:20:27";"50503392";"2489985";"ESEGUITO";"buy";"0.4";"USOIL";"80.320";"2821503"
"VMI3047753";"215D85D7";"20260716";"18:20:27";"50503392";"2489984";"ESEGUITO";"buy";"0.4";"USOIL";"80.320";"2821502"
"VMI3047753";"215D85D7";"20260716";"18:20:27";"50503392";"2489983";"ESEGUITO";"buy";"0.4";"USOIL";"80.320";"2821501"
"VMI3047753";"215D85D7";"20260716";"18:20:53";"50503392";"2489989";"ESEGUITO";"sell";"0.3";"D30EUR";"24833.20";"2821507"
"VMI3047753";"215D85D7";"20260716";"19:25:49";"50503392";"2491116";"ESEGUITO";"sell";"0.01";"XAUUSD";"3982.96";"2822655"
"VMI3047753";"215D85D7";"20260716";"19:25:49";"50503392";"2491115";"ESEGUITO";"sell";"0.01";"XAUUSD";"3983.41";"2822656"
"VMI3047753";"215D85D7";"20260716";"19:25:49";"50503392";"2491114";"ESEGUITO";"sell";"0.01";"XAUUSD";"3983.37";"2822652"
"VMI3047753";"215D85D7";"20260717";"05:19:11";"50503392";"2503267";"ESEGUITO";"buy";"0.01";"XAUUSD";"4000.48";"2834962"
"VMI3047753";"215D85D7";"20260717";"05:19:11";"50503392";"2503266";"ESEGUITO";"buy";"0.01";"XAUUSD";"4000.48";"2834961"
"VMI3047753";"215D85D7";"20260717";"05:19:11";"50503392";"2503265";"ESEGUITO";"buy";"0.01";"XAUUSD";"4000.48";"2834960"
"VMI3047753";"215D85D7";"20260717";"07:19:34";"50503392";"2503824";"ESEGUITO";"sell";"0.03";"XAUUSD";"3976.47";"2835527"
"VMI3047753";"215D85D7";"20260717";"07:41:34";"50503392";"2504168";"ESEGUITO";"buy";"0.03";"XAUUSD";"3987.95";"2835883"
"VMI3047753";"215D85D7";"20260717";"15:00:01";"50503392";"2509549";"ESEGUITO";"sell";"0.03";"XAUUSD";"3964.00";"2841401"
"VMI3047753";"215D85D7";"20260717";"15:00:01";"50503392";"2509548";"ESEGUITO";"sell";"0.03";"XAUUSD";"3964.00";"2841386"
"VMI3047753";"215D85D7";"20260717";"15:04:52";"50503392";"2509658";"ESEGUITO";"buy";"0.03";"XAUUSD";"3975.94";"2841541"
"VMI3047753";"215D85D7";"20260717";"15:04:53";"50503392";"2509660";"ESEGUITO";"buy";"0.03";"XAUUSD";"3976.00";"2841543"
"VMI3047753";"215D85D7";"20260717";"15:39:30";"50503392";"2510421";"ESEGUITO";"buy";"0.5";"XAUUSD";"4002.86";"2842353"
"VMI3047753";"215D85D7";"20260717";"15:40:31";"50503392";"2510465";"ESEGUITO";"sell";"0.5";"XAUUSD";"3986.36";"2842397"
"VMI3047753";"215D85D7";"20260720";"08:02:40";"50503392";"2515526";"ESEGUITO";"sell";"0.3";"D30EUR";"24767.90";"2847555"
"VMI3047753";"215D85D7";"20260720";"08:03:43";"50503392";"2515528";"ESEGUITO";"sell";"0.3";"D30EUR";"24767.00";"2847559"
"VMI3047753";"215D85D7";"20260720";"08:04:32";"50503392";"2515532";"ESEGUITO";"sell";"0.3";"D30EUR";"24767.00";"2847564"
"VMI3047753";"215D85D7";"20260720";"08:59:00";"50503392";"";"FALLITO";"sell stop 2.4 D30EUR at 24751.90 sl: 24796.50 tp: 24573.50 [Invalid price]";"";"";"";""
"VMI3047753";"215D85D7";"20260720";"08:59:00";"50503392";"2847812";"PIAZZATO";"buy stop";"2.4";"D30EUR";"24892.20";"2847812"
"VMI3047753";"215D85D7";"20260720";"09:00:00";"50503392";"2847863";"PIAZZATO";"sell stop";"2.7";"D30EUR";"24722.60";"2847863"
"VMI3047753";"215D85D7";"20260720";"09:00:00";"50503392";"2847862";"PIAZZATO";"buy stop";"2.7";"D30EUR";"24761.10";"2847862"
"VMI3047753";"215D85D7";"20260720";"09:00:21";"50503392";"2515728";"ESEGUITO";"buy";"2.7";"D30EUR";"24761.10";"2847862"
"VMI3047753";"215D85D7";"20260720";"09:01:34";"50503392";"2515756";"ESEGUITO";"buy";"0.3";"D30EUR";"24783.20";"2847884"
"VMI3047753";"215D85D7";"20260720";"09:01:35";"50503392";"2847863";"ANNULLATO";"sell stop";"2.7";"D30EUR";"";"2847863"
"VMI3047753";"215D85D7";"20260720";"09:01:35";"50503392";"2515758";"ESEGUITO";"buy";"0.3";"D30EUR";"24783.50";"2847887"
"VMI3047753";"215D85D7";"20260720";"09:01:35";"50503392";"2515757";"ESEGUITO";"buy";"0.3";"D30EUR";"24783.50";"2847886"
"VMI3047753";"215D85D7";"20260720";"09:15:00";"50503392";"2848061";"PIAZZATO";"buy stop";"1.4";"D30EUR";"24800.60";"2848061"
"VMI3047753";"215D85D7";"20260720";"09:23:01";"50503392";"2848151";"PIAZZATO";"sell";"1.3";"D30EUR";"24800.10";"2848151"
"VMI3047753";"215D85D7";"20260720";"09:23:01";"50503392";"2515983";"ESEGUITO";"sell";"1.3";"D30EUR";"24800.10";"2848151"
