Data Ora;Impatto;Valuta;Titolo
2023.09.20 18:30;High;USD;FOMC Press Conference
2023.10.06 12:30;High;USD;Nonfarm Payrolls
2023.10.06 12:30;High;USD;Unemployment Rate
2023.10.26 12:45;High;EUR;ECB Press Conference
2023.11.01 18:30;High;USD;FOMC Press Conference
2023.11.03 12:30;High;USD;Nonfarm Payrolls
2023.11.03 12:30;High;USD;Unemployment Rate
2023.12.08 13:30;High;USD;Nonfarm Payrolls
2023.12.08 13:30;High;USD;Unemployment Rate
2023.12.13 19:30;High;USD;FOMC Press Conference
2023.12.14 13:45;High;EUR;ECB Press Conference
2024.01.05 13:30;High;USD;Nonfarm Payrolls
2024.01.05 13:30;High;USD;Unemployment Rate
2024.01.25 13:45;High;EUR;ECB Press Conference
2024.01.31 19:30;High;USD;FOMC Press Conference
2024.02.02 13:30;High;USD;Nonfarm Payrolls
2024.02.02 13:30;High;USD;Unemployment Rate
2024.03.07 13:45;High;EUR;ECB Press Conference
2024.03.08 13:30;High;USD;Nonfarm Payrolls
2024.03.08 13:30;High;USD;Unemployment Rate
2024.03.20 18:30;High;USD;FOMC Press Conference
2024.04.05 12:30;High;USD;Nonfarm Payrolls
2024.04.05 12:30;High;USD;Unemployment Rate
2024.04.11 12:45;High;EUR;ECB Press Conference
2024.05.01 18:30;High;USD;FOMC Press Conference
2024.05.03 12:30;High;USD;Nonfarm Payrolls
2024.05.03 12:30;High;USD;Unemployment Rate
2024.06.06 12:45;High;EUR;ECB Press Conference
2024.06.07 12:30;High;USD;Nonfarm Payrolls
2024.06.07 12:30;High;USD;Unemployment Rate
2024.06.12 18:30;High;USD;FOMC Press Conference
2024.07.05 12:30;High;USD;Nonfarm Payrolls
2024.07.05 12:30;High;USD;Unemployment Rate
2024.07.18 12:45;High;EUR;ECB Press Conference
2024.07.31 18:30;High;USD;FOMC Press Conference
2024.08.02 12:30;High;USD;Nonfarm Payrolls
2024.08.02 12:30;High;USD;Unemployment Rate
2024.09.06 12:30;High;USD;Nonfarm Payrolls
2024.09.06 12:30;High;USD;Unemployment Rate
2024.09.12 12:45;High;EUR;ECB Press Conference
2024.09.18 18:30;High;USD;FOMC Press Conference
2024.10.04 12:30;High;USD;Nonfarm Payrolls
2024.10.04 12:30;High;USD;Unemployment Rate
2024.10.17 12:45;High;EUR;ECB Press Conference
2024.11.01 12:30;High;USD;Nonfarm Payrolls
2024.11.01 12:30;High;USD;Unemployment Rate
2024.11.07 19:30;High;USD;FOMC Press Conference
2025.01.10 13:30;High;USD;Nonfarm Payrolls
2025.01.10 13:30;High;USD;Unemployment Rate
2025.01.29 19:30;High;USD;FOMC Press Conference
2025.01.30 13:45;High;EUR;ECB Press Conference
2025.02.07 13:30;High;USD;Nonfarm Payrolls
2025.02.07 13:30;High;USD;Unemployment Rate
2025.03.06 13:45;High;EUR;ECB Press Conference
2025.03.07 13:30;High;USD;Nonfarm Payrolls
2025.03.07 13:30;High;USD;Unemployment Rate
2025.03.19 18:30;High;USD;FOMC Press Conference
2025.04.04 11:30;High;USD;Nonfarm Payrolls
2025.04.04 11:30;High;USD;Unemployment Rate
2025.04.17 11:45;High;EUR;ECB Press Conference
2025.05.02 11:30;High;USD;Nonfarm Payrolls
2025.05.02 11:30;High;USD;Unemployment Rate
2025.05.07 17:30;High;USD;FOMC Press Conference
2025.06.05 11:45;High;EUR;ECB Press Conference
2025.06.06 11:30;High;USD;Nonfarm Payrolls
2025.06.06 11:30;High;USD;Unemployment Rate
2025.06.18 17:30;High;USD;FOMC Press Conference
2025.07.03 11:30;High;USD;Nonfarm Payrolls
2025.07.03 11:30;High;USD;Unemployment Rate
